,ccode,class_income,classifier,class_reg,class_subreg,year,rev_resrevgdp,rent_min,rent_coal,rent_gas,rent_oil,exp_eishare,price_brent,max_rent,gov_take,regressive_coeff,increasing_rent,increasing_take,years_rent_increasing_without_take_inc
155,KAZ,Upper middle income,Oil,Asia,Central Asia,2011,11.0968,2.455957658,5.7893778,2.464694488,27.4884312,85.9963,111.26,27.4884312,40.36898257,0.008341674,1,0,5
156,KGZ,Low income,Oil,Asia,Central Asia,2000,0.149485,0.754831008,0.112769113,0.258069792,0.938913761,40.0374,28.5,0.938913761,15.92105753,NA,0,0,0
157,KWT,High income,Oil,Asia,Western Asia,2003,42.7137,0,NA,3.006052866,41.56466404,88.9918,28.83,41.56466404,102.7644539,0.141197245,0,0,0
158,KWT,High income,Oil,Asia,Western Asia,2004,49.9155,0,NA,2.864337483,48.80201075,89.6742,38.27,48.80201075,102.2816463,0.141197245,1,0,0
159,KWT,High income,Oil,Asia,Western Asia,2005,57.2535,0,NA,3.701511825,58.07896329,91.3097,54.52,58.07896329,98.57872241,0.141197245,1,0,0
160,KWT,High income,Oil,Asia,Western Asia,2006,53.4062,0,NA,2.900563568,57.38189384,93.2751,65.14,57.38189384,93.0715186,0.141197245,0,0,0
161,KWT,High income,Oil,Asia,Western Asia,2008,53.5388,0,NA,2.997948036,60.67307899,91.3301,97.26,60.67307899,88.24144232,0.141197245,0,0,0
162,NGA,Lower middle income,Oil,Africa,Western Africa,2000,34.8837,0,0,3.106268375,41.8455142,97.4423,28.5,41.8455142,83.36305735,0.817995638,0,0,4
163,NGA,Lower middle income,Oil,Africa,Western Africa,2001,35.301,0,5.35E-05,3.392243755,34.39860225,95.8512,24.44,34.39860225,102.6233559,0.817995638,0,1,4
164,NGA,Lower middle income,Oil,Africa,Western Africa,2002,20.7062,7.89E-05,0.000205701,1.899087913,24.39969686,92.9521,25.02,24.39969686,84.86252972,0.817995638,0,0,4
165,NGA,Lower middle income,Oil,Africa,Western Africa,2003,24.0889,0.000167997,5.19E-05,3.95417745,28.94637686,94.134,28.83,28.94637686,83.21905058,0.817995638,1,0,4
166,NGA,Lower middle income,Oil,Africa,Western Africa,2004,28.7381,0.00010309,0.000236148,3.620841155,32.64212611,94.8299,38.27,32.64212611,88.03991475,0.817995638,1,1,4
167,NGA,Lower middle income,Oil,Africa,Western Africa,2005,30.6429,0.00010327,0.000139587,4.552776912,37.59949329,96.2515,54.52,37.59949329,81.49817276,0.817995638,1,0,4
168,NGA,Lower middle income,Oil,Africa,Western Africa,2006,27.5225,0.000241092,0.000111597,4.312460126,33.24831041,97.0184,65.14,33.24831041,82.77864247,0.817995638,0,1,4
169,NGA,Lower middle income,Oil,Africa,Western Africa,2007,20.373,0.001326951,0.000167136,4.27903887,29.64153798,95.9831,72.39,29.64153798,68.73125144,0.817995638,0,0,4
170,NGA,Lower middle income,Oil,Africa,Western Africa,2008,25.7926,0.001891426,0.000359307,4.942019714,31.26869251,95.5769,97.26,31.26869251,82.48697956,0.817995638,1,1,4
171,NGA,Lower middle income,Oil,Africa,Western Africa,2009,10.5963,0.007083507,0.000191734,1.94606223,22.54044139,93.7033,61.67,22.54044139,47.01017082,0.817995638,0,0,4
172,NGA,Lower middle income,Oil,Africa,Western Africa,2010,13.9942,0.007750769,0.000231802,1.887741494,25.11998625,93.527,79.5,25.11998625,55.7094254,0.817995638,1,1,4
173,NGA,Lower middle income,Oil,Africa,Western Africa,2011,23.0806,0.011253349,0.000277533,2.101540237,32.91652679,94.7414,111.26,32.91652679,70.11857644,0.817995638,1,1,4
174,NOR,High income,Oil,Europe,Northern Europe,2000,14.5914,0.003079606,0,3.620718925,15.63308104,69.451,28.5,15.63308104,93.33668752,-9.756241812,0,0,0
175,NOR,High income,Oil,Europe,Northern Europe,2001,14.063,0,0.003137992,3.626758216,12.48044234,67.4386,24.44,12.48044234,112.680301,-9.756241812,0,1,0
176,NOR,High income,Oil,Europe,Northern Europe,2003,13.5745,0,0,4.475954439,10.83373762,67.3884,28.83,10.83373762,125.2984009,-9.756241812,0,0,0
177,NOR,High income,Oil,Europe,Northern Europe,2004,12.3306,0.000812482,0.021846356,4.424157374,11.96146961,70.2393,38.27,11.96146961,103.0859953,-9.756241812,1,0,0
178,NOR,High income,Oil,Europe,Northern Europe,2005,11.0334,0.00644282,0.006302697,6.586612362,13.68217909,73.1714,54.52,13.68217909,80.6406635,-9.756241812,1,0,0
179,NOR,High income,Oil,Europe,Northern Europe,2006,9.91072,0.00890341,0.009569515,5.739207695,13.67760726,74.5305,65.14,13.67760726,72.45945736,-9.756241812,0,0,0
180,NOR,High income,Oil,Europe,Northern Europe,2007,9.37083,0.008763437,0.02851189,4.981320848,12.53737322,72.2691,72.39,12.53737322,74.74316857,-9.756241812,0,1,0
181,NOR,High income,Oil,Europe,Northern Europe,2008,8.44298,0.015282726,0.064494817,7.177809591,14.3566056,73.7807,97.26,14.3566056,58.80902656,-9.756241812,1,0,0
182,NOR,High income,Oil,Europe,Northern Europe,2009,9.1714,0.01196932,0.023990689,3.626980113,9.162372111,67.7134,61.67,9.162372111,100.0985322,-9.756241812,0,1,0
183,NOR,High income,Oil,Europe,Northern Europe,2010,8.56575,0.018778366,0.027641847,2.992804746,10.03726253,69.7709,79.5,10.03726253,85.33950342,-9.756241812,1,0,0
184,NOR,High income,Oil,Europe,Northern Europe,2011,8.03484,0.019431412,0.022106315,2.663547305,10.77507422,73.5351,111.26,10.77507422,74.5687671,-9.756241812,1,0,0
185,OMN,High income,Oil,Asia,Western Asia,2000,42.4109,0.001303317,NA,6.372771982,42.31300985,87.4845,28.5,42.31300985,100.2313476,-1.014304522,0,0,1
186,OMN,High income,Oil,Asia,Western Asia,2001,38.8516,0.001933184,NA,5.878269315,34.12441,82.6285,24.44,34.12441,113.8528109,-1.014304522,0,1,1
187,OMN,High income,Oil,Asia,Western Asia,2002,37.1924,0.00182172,NA,4.820532487,32.49472044,78.9877,25.02,32.49472044,114.4567471,-1.014304522,0,1,1
188,OMN,High income,Oil,Asia,Western Asia,2003,36.5471,0.001441055,NA,9.06225471,33.14819309,82.9907,28.83,33.14819309,110.2536717,-1.014304522,1,0,1
189,OMN,High income,Oil,Asia,Western Asia,2004,38.0314,0.003346885,NA,9.7190158,37.88780063,84.8506,38.27,37.88780063,100.3790122,-1.014304522,1,0,1
190,OMN,High income,Oil,Asia,Western Asia,2005,41.5387,0.005946096,NA,13.39654279,44.03679338,85.9741,54.52,44.03679338,94.32725867,-1.014304522,1,0,1
191,OMN,High income,Oil,Asia,Western Asia,2006,42.1869,0.004905756,NA,15.3493606,42.68125867,86.6937,65.14,42.68125867,98.84174299,-1.014304522,0,1,1
192,OMN,High income,Oil,Asia,Western Asia,2007,37.3087,0.003571298,NA,13.44565424,39.69651185,82.6519,72.39,39.69651185,93.98483207,-1.014304522,0,0,1
193,OMN,High income,Oil,Asia,Western Asia,2008,40.55,0.001282306,NA,14.06538606,40.4373586,82.0727,97.26,40.4373586,100.2785578,-1.014304522,1,1,1
194,OMN,High income,Oil,Asia,Western Asia,2009,31.2465,0.001247327,NA,7.578140979,31.60433861,78.3742,61.67,31.60433861,98.86775479,-1.014304522,0,0,1
195,OMN,High income,Oil,Asia,Western Asia,2010,33.9481,0,NA,5.995655395,36.12800228,77.8797,79.5,36.12800228,93.96616989,-1.014304522,1,0,1
196,OMN,High income,Oil,Asia,Western Asia,2011,37.3113,0,NA,5.064005188,40.21141584,76.6851,111.26,40.21141584,92.78782958,-1.014304522,1,0,1
197,PHL,Lower middle income,Minerals,Asia,Southeast Asia,2007,0.126677,2.413898278,0.088461395,0.559621144,0.007801347,8.63473,72.39,2.413898278,5.247818483,-3.362523962,0,0,1
198,PHL,Lower middle income,Minerals,Asia,Southeast Asia,2008,0.0838189,1.172268618,0.2029455,0.745392481,0.048326891,9.26117,97.26,1.172268618,7.15014449,-3.362523962,0,1,1
199,PHL,Lower middle income,Minerals,Asia,Southeast Asia,2009,0.140359,1.379872929,0.124747414,0.352420142,0.088154463,6.38269,61.67,1.379872929,10.17187866,-3.362523962,1,1,1
200,PHL,Lower middle income,Minerals,Asia,Southeast Asia,2010,0.131601,2.210313569,0.235866146,0.263938877,0.102185862,6.58173,79.5,2.210313569,5.953951595,-3.362523962,1,0,1
201,PHL,Lower middle income,Minerals,Asia,Southeast Asia,2011,0.0753991,2.630274696,0.376068778,0.259948988,0.082260743,9.57031,111.26,2.630274696,2.866586525,-3.362523962,1,0,1
202,QAT,High income,Oil,Asia,Western Asia,2000,31.182,0,NA,17.47804207,30.52305008,90.0768,28.5,30.52305008,102.15886,-3.801380204,0,0,1
203,QAT,High income,Oil,Asia,Western Asia,2001,23.7511,0,NA,18.34342168,26.32902135,89.051,24.44,26.32902135,90.20882198,-3.801380204,0,0,1
204,QAT,High income,Oil,Asia,Western Asia,2002,25.659,0,NA,13.29712583,25.4748992,87.9355,25.02,25.4748992,100.7226753,-3.801380204,0,1,1
205,QAT,High income,Oil,Asia,Western Asia,2003,21.2181,0,NA,19.2231719,24.20467253,87.496,28.83,24.20467253,87.66117358,-3.801380204,0,0,1
206,QAT,High income,Oil,Asia,Western Asia,2004,28.5649,0,NA,20.41626387,27.74958126,85.6788,38.27,27.74958126,102.9381299,-3.801380204,1,1,1
207,QAT,High income,Oil,Asia,Western Asia,2005,26.2211,0,NA,26.23817478,29.99252388,84.9831,54.52,29.99252388,87.42545344,-3.801380204,1,0,1
208,QAT,High income,Oil,Asia,Western Asia,2006,23.2478,0,NA,20.70001376,27.5640281,88.8848,65.14,27.5640281,84.34108366,-3.801380204,0,0,1
209,QAT,High income,Oil,Asia,Western Asia,2007,21.9829,0,NA,18.79499116,22.42061091,90.3632,72.39,22.42061091,98.04772978,-3.801380204,0,1,1
210,QAT,High income,Oil,Asia,Western Asia,2008,19.863,0,NA,24.24133407,22.74581295,87.8394,97.26,24.24133407,81.93855975,-3.801380204,1,0,1
211,QAT,High income,Oil,Asia,Western Asia,2009,21.6616,0,NA,14.57706332,13.52435665,85.7414,61.67,14.57706332,148.6005756,-3.801380204,0,1,1
212,QAT,High income,Oil,Asia,Western Asia,2010,19.1483,0,NA,14.01009215,14.62300129,86.5459,79.5,14.62300129,130.9464427,-3.801380204,1,0,1
213,QAT,High income,Oil,Asia,Western Asia,2011,18.1307,0,NA,14.22966878,14.35673776,86.6967,111.26,14.35673776,126.2870459,-3.801380204,0,0,1
214,RUS,High income,Oil,Europe,Eastern Europe,2000,6.30104,0.565004456,0.593798896,22.01061857,19.00684167,59.3208,28.5,22.01061857,28.6272736,1.718389961,0,0,3
215,RUS,High income,Oil,Europe,Eastern Europe,2001,5.44545,0.213017063,1.144204249,17.33177094,13.78684172,60.2365,24.44,17.33177094,31.41888973,1.718389961,0,1,3
216,RUS,High income,Oil,Europe,Eastern Europe,2002,5.03609,0.333659192,0.689944667,10.50782008,13.58567718,60.0758,25.02,13.58567718,37.06911281,1.718389961,0,1,3
217,RUS,High income,Oil,Europe,Eastern Europe,2003,5.33186,0.514248713,0.572501482,16.20118232,14.67374532,61.4679,28.83,16.20118232,32.91031417,1.718389961,1,0,3
218,RUS,High income,Oil,Europe,Eastern Europe,2004,7.80536,0.675818929,1.326877476,13.110431,16.1658149,62.4855,38.27,16.1658149,48.28312119,1.718389961,0,1,3
219,RUS,High income,Oil,Europe,Eastern Europe,2005,12.7161,0.984779471,0.948927954,17.03353353,18.94772969,68.6183,54.52,18.94772969,67.11147039,1.718389961,1,1,3
220,RUS,High income,Oil,Europe,Eastern Europe,2006,12.8495,1.499694116,0.75901686,12.65401446,18.10314314,71.1114,65.14,18.10314314,70.97938684,1.718389961,0,1,3
221,RUS,High income,Oil,Europe,Eastern Europe,2007,10.6399,1.533043649,0.871075183,9.304866989,15.48423904,69.7891,72.39,15.48423904,68.7143874,1.718389961,0,0,3
222,RUS,High income,Oil,Europe,Eastern Europe,2008,12.6184,1.410868756,1.576615322,11.2457626,16.79524014,71.1052,97.26,16.79524014,75.13081025,1.718389961,1,1,3
223,RUS,High income,Oil,Europe,Eastern Europe,2009,8.90109,1.217872228,0.945572881,4.757299538,12.61643072,68.349,61.67,12.61643072,70.55157039,1.718389961,0,0,3
224,RUS,High income,Oil,Europe,Eastern Europe,2010,9.80164,1.697183399,1.384948666,3.734352584,14.13346813,71.4177,79.5,14.13346813,69.35056498,1.718389961,1,0,3
225,RUS,High income,Oil,Europe,Eastern Europe,2011,11.7268,1.696916141,1.443937817,3.164498286,15.42290733,72.2344,111.26,15.42290733,76.0349508,1.718389961,1,1,3
226,TTO,High income,Gas,Latin America and the Caribbean,Caribbean,2000,6.5445,0,NA,21.38210582,12.71997524,62.5733,28.5,21.38210582,30.60736887,-0.57140155,0,0,3
227,TTO,High income,Gas,Latin America and the Caribbean,Caribbean,2001,9.07252,0,NA,20.02636375,9.110073791,54.9672,24.44,20.02636375,45.30288231,-0.57140155,0,1,3
228,TTO,High income,Gas,Latin America and the Caribbean,Caribbean,2002,5.56176,0,NA,16.15553605,10.4901233,57.9275,25.02,16.15553605,34.42634143,-0.57140155,0,0,3
229,TTO,High income,Gas,Latin America and the Caribbean,Caribbean,2003,9.50271,0,NA,31.09846053,10.38802245,65.857,28.83,31.09846053,30.5568502,-0.57140155,1,0,3
230,TTO,High income,Gas,Latin America and the Caribbean,Caribbean,2004,10.0391,0,NA,32.9216684,11.2979607,61.3326,38.27,32.9216684,30.49389806,-0.57140155,1,0,3
231,TTO,High income,Gas,Latin America and the Caribbean,Caribbean,2005,16.0892,0,NA,46.5887654,15.5803479,67.365,54.52,46.5887654,34.53450604,-0.57140155,1,1,3
232,TTO,High income,Gas,Latin America and the Caribbean,Caribbean,2006,21.7924,0,NA,47.26696596,16.3524674,71.1134,65.14,47.26696596,46.10492668,-0.57140155,1,1,3
233,TTO,High income,Gas,Latin America and the Caribbean,Caribbean,2007,17.5493,0,NA,41.67924236,12.91554398,66.4573,72.39,41.67924236,42.10561183,-0.57140155,0,0,3
234,TTO,High income,Gas,Latin America and the Caribbean,Caribbean,2008,21.6739,0,NA,47.62187022,13.00674401,68.6383,97.26,47.62187022,45.51249226,-0.57140155,1,1,3
235,TTO,High income,Gas,Latin America and the Caribbean,Caribbean,2009,14.2503,0,NA,28.88994554,9.836183174,72.3008,61.67,28.88994554,49.32615737,-0.57140155,0,1,3
236,TTO,High income,Gas,Latin America and the Caribbean,Caribbean,2010,17.3189,0,NA,25.45441942,11.2367885,61.5764,79.5,25.45441942,68.0388726,-0.57140155,0,1,3
237,TTO,High income,Gas,Latin America and the Caribbean,Caribbean,2011,19.1147,0,NA,24.4794635,13.15798772,64.9571,111.26,24.4794635,78.08463613,-0.57140155,0,1,3
238,TZA,Low income,Minerals,Africa,Easten Africa,2004,0.00174,1.184078509,0.013141417,0.136031909,NA,39.9917,38.27,1.184078509,0.146949715,-1.165026687,0,0,4
239,TZA,Low income,Minerals,Africa,Easten Africa,2005,0.0687732,1.487741128,0.010386971,0.66993894,NA,40.4095,54.52,1.487741128,4.622659057,-1.165026687,1,1,4
240,TZA,Low income,Minerals,Africa,Easten Africa,2006,0.10444,2.99671369,0.011324472,0.790407359,NA,41.2481,65.14,2.99671369,3.485151096,-1.165026687,1,0,4
241,TZA,Low income,Minerals,Africa,Easten Africa,2007,0.143148,2.754668444,0.017717826,0.722842415,NA,33.5217,72.39,2.754668444,5.196560055,-1.165026687,0,1,4
242,TZA,Low income,Minerals,Africa,Easten Africa,2008,0.155552,2.895079819,0.041313346,0.891675375,NA,32.0267,97.26,2.895079819,5.372977939,-1.165026687,1,1,4
243,TZA,Low income,Minerals,Africa,Easten Africa,2009,0.10183,3.684867625,0.018530725,0.459491149,NA,37.9676,61.67,3.684867625,2.763464264,-1.165026687,1,0,4
244,TZA,Low income,Minerals,Africa,Easten Africa,2010,0.172372,5.202365212,0.030356058,0.47267554,NA,45.0507,79.5,5.202365212,3.313339087,-1.165026687,1,1,4
245,TZA,Low income,Minerals,Africa,Easten Africa,2011,0.236352,5.646251922,0.033680938,0.507169637,NA,43.6144,111.26,5.646251922,4.185998132,-1.165026687,1,1,4
246,UZB,Lower middle income,Gas,Asia,Central Asia,2006,2.99228,7.972350994,0.170106284,76.32850286,8.331343782,28.4657,65.14,76.32850286,3.920265547,0.023323155,0,0,1
247,UZB,Lower middle income,Gas,Asia,Central Asia,2007,3.9317,7.037364402,0.212425873,59.57629729,6.393942843,29.6804,72.39,59.57629729,6.599436653,0.023323155,0,1,1
248,UZB,Lower middle income,Gas,Asia,Central Asia,2008,6.9741,7.57104318,0.383820639,73.55188454,6.82385162,49.891,97.26,73.55188454,9.481878056,0.023323155,1,1,1
249,UZB,Lower middle income,Gas,Asia,Central Asia,2009,3.58631,6.899294038,0.163763519,22.78364216,3.163902649,55.9738,61.67,22.78364216,15.74072299,0.023323155,0,1,1
250,UZB,Lower middle income,Gas,Asia,Central Asia,2010,4.61184,8.050767716,0.184381079,16.58894378,3.035134115,30.438,79.5,16.58894378,27.80068497,0.023323155,0,1,1
251,UZB,Lower middle income,Gas,Asia,Central Asia,2011,6.64001,9.294680387,0.194269654,15.08956301,3.307954991,37.7937,111.26,15.08956301,44.00399134,0.023323155,0,1,1
252,VEN,Upper middle income,Oil,Latin America and the Caribbean,South America,2000,19.1473,0.247136415,0,3.36429487,24.5830378,88.3883,28.5,24.5830378,77.88825838,-0.421163426,0,0,2
253,VEN,Upper middle income,Oil,Latin America and the Caribbean,South America,2001,13.5673,0.2786504,0,2.868879966,19.23679722,86.4772,24.44,19.23679722,70.52785266,-0.421163426,0,0,2
254,VEN,Upper middle income,Oil,Latin America and the Caribbean,South America,2002,14.5427,0.37378431,0,2.689750469,23.92732242,84.8322,25.02,23.92732242,60.77863517,-0.421163426,1,0,2
255,VEN,Upper middle income,Oil,Latin America and the Caribbean,South America,2003,18.4676,0.543064407,0,4.532435377,27.85553474,85.2119,28.83,27.85553474,66.29777591,-0.421163426,1,1,2
256,VEN,Upper middle income,Oil,Latin America and the Caribbean,South America,2004,17.212,0.595739193,0.093868434,3.610586763,35.39601738,85.3762,38.27,35.39601738,48.62693962,-0.421163426,1,0,2
257,VEN,Upper middle income,Oil,Latin America and the Caribbean,South America,2005,18.3245,0.906425899,0.044465442,5.652490193,41.24505621,87.6555,54.52,41.24505621,44.42835502,-0.421163426,1,0,2
258,VEN,Upper middle income,Oil,Latin America and the Caribbean,South America,2006,17.8785,1.036891876,0.040600545,4.119588907,39.529527,89.2737,65.14,39.529527,45.22821637,-0.421163426,0,1,2
259,VEN,Upper middle income,Oil,Latin America and the Caribbean,South America,2007,16.2698,0.938479075,0.061306307,3.043238961,30.67968008,88.139,72.39,30.67968008,53.03119184,-0.421163426,0,1,2
260,VEN,Upper middle income,Oil,Latin America and the Caribbean,South America,2008,15.5215,0.949160962,0.125732974,2.96877389,31.65288727,89.8904,97.26,31.65288727,49.03660089,-0.421163426,1,0,2
261,VEN,Upper middle income,Oil,Latin America and the Caribbean,South America,2009,4.59465,0.494125411,0.028820682,1.248897915,17.30992957,90.2671,61.67,17.30992957,26.54343555,-0.421163426,0,0,2
262,VEN,Upper middle income,Oil,Latin America and the Caribbean,South America,2010,10.5152,0.590462607,0.037707116,1.031870872,18.30369311,91.6617,79.5,18.30369311,57.44851565,-0.421163426,1,1,2
263,VEN,Upper middle income,Oil,Latin America and the Caribbean,South America,2011,12.6232,0.954819744,0.051471121,1.460884278,29.97722984,91.6185,111.26,29.97722984,42.10929451,-0.421163426,1,0,2
264,VNM,Lower middle income,Oil,Asia,Southeast Asia,2000,5.3287,0.050705024,0.177500813,0.519535783,9.277294207,27.0788,28.5,9.277294207,57.43808357,0.472448983,0,0,3
265,VNM,Lower middle income,Oil,Asia,Southeast Asia,2001,5.46048,0.040069613,0.592820865,0.474985409,7.523932202,23.6757,24.44,7.523932202,72.57481664,0.472448983,0,1,3
266,VNM,Lower middle income,Oil,Asia,Southeast Asia,2002,4.94809,0.042449421,0.416091712,0.67070477,7.104472267,21.8667,25.02,7.104472267,69.64753769,0.472448983,0,0,3
267,VNM,Lower middle income,Oil,Asia,Southeast Asia,2003,5.83143,0.045186289,0.351163972,1.138862413,7.474254327,21.2477,28.83,7.474254327,78.02022442,0.472448983,1,1,3
268,VNM,Lower middle income,Oil,Asia,Southeast Asia,2004,6.95212,0.092627609,2.001270061,2.019226449,10.62266483,24.3703,38.27,10.62266483,65.44610144,0.472448983,1,0,3
269,VNM,Lower middle income,Oil,Asia,Southeast Asia,2005,8.09629,0.163650379,1.734830802,3.230064199,12.36849479,26.4155,54.52,12.36849479,65.45897571,0.472448983,1,1,3
270,VNM,Lower middle income,Oil,Asia,Southeast Asia,2006,8.83466,0.335785879,1.761771821,2.766141261,11.80768943,25.1279,65.14,11.80768943,74.82124299,0.472448983,0,1,3
271,VNM,Lower middle income,Oil,Asia,Southeast Asia,2007,7.04883,0.38925878,2.534744224,2.306672162,10.63683922,21.5487,72.39,10.63683922,66.26808824,0.472448983,0,0,3
272,VNM,Lower middle income,Oil,Asia,Southeast Asia,2008,6.15809,0.930372246,4.398199633,2.925485744,10.71933882,21.6696,97.26,10.71933882,57.44841266,0.472448983,1,0,3
273,VNM,Lower middle income,Oil,Asia,Southeast Asia,2009,3.87352,0.318046026,2.210616423,1.348884252,6.45501078,17.0647,61.67,6.45501078,60.00795556,0.472448983,0,1,3
274,VNM,Lower middle income,Oil,Asia,Southeast Asia,2010,3.71142,0.424213888,3.095560153,1.318937476,7.133016849,12.0474,79.5,7.133016849,52.03156082,0.472448983,1,0,3
275,VNM,Lower middle income,Oil,Asia,Southeast Asia,2011,4.20936,0.569329054,3.38680199,1.139851826,7.840935637,12.1912,111.26,7.840935637,53.68440955,0.472448983,1,1,3
276,YEM,Lower middle income,Oil,Asia,Western Asia,2000,28.3376,0,NA,NA,38.28194129,94.791,28.5,38.28194129,74.02341429,-0.271244451,0,0,3
277,YEM,Lower middle income,Oil,Asia,Western Asia,2001,23.3844,0,NA,NA,30.91685408,93.1308,24.44,30.91685408,75.63641482,-0.271244451,0,1,3
278,YEM,Lower middle income,Oil,Asia,Western Asia,2002,20.8331,0,NA,NA,29.05514768,91.8332,25.02,29.05514768,71.70192432,-0.271244451,0,0,3
279,YEM,Lower middle income,Oil,Asia,Western Asia,2003,22.2248,0,NA,NA,30.84952621,90.6863,28.83,30.84952621,72.04259751,-0.271244451,1,1,3
280,YEM,Lower middle income,Oil,Asia,Western Asia,2004,22.5911,0,NA,NA,33.27076682,91.5503,38.27,33.27076682,67.90074939,-0.271244451,1,0,3
281,YEM,Lower middle income,Oil,Asia,Western Asia,2005,26.2476,0,NA,NA,39.71942441,91.6686,54.52,39.71942441,66.08252861,-0.271244451,1,0,3
282,YEM,Lower middle income,Oil,Asia,Western Asia,2006,28.862,0,NA,NA,38.52485849,92.5681,65.14,38.52485849,74.91786117,-0.271244451,0,1,3
283,YEM,Lower middle income,Oil,Asia,Western Asia,2007,22.571,0,NA,NA,32.71277196,91.8551,72.39,32.71277196,68.99751579,-0.271244451,0,0,3
284,YEM,Lower middle income,Oil,Asia,Western Asia,2008,27.7831,0,NA,NA,33.41827195,92.7629,97.26,33.41827195,83.13745259,-0.271244451,1,1,3
285,YEM,Lower middle income,Oil,Asia,Western Asia,2009,14.6051,0,NA,0.331044342,20.04660583,88.7138,61.67,20.04660583,72.85572492,-0.271244451,0,0,3
286,YEM,Lower middle income,Oil,Asia,Western Asia,2010,16.434,0,NA,2.990099116,20.56683784,88.025,79.5,20.56683784,79.90533172,-0.271244451,1,1,3
287,YEM,Lower middle income,Oil,Asia,Western Asia,2011,16.0572,0,NA,4.3914959,18.70816838,90.9735,111.26,18.70816838,85.82988817,-0.271244451,0,1,3
