"","ccode","year","country","class_income","class_reg","class_subreg","class_opec","class_hipc","class_ldc","class_reg2","class_dev","rev2_gov_nonresrev_gdp","rev2_gs","rev2_vat","rev2_cit","rev2_trade","rev2_pit","rev_resrev_gdp","rev_resrev_govrev","rent_min","rent_coal","rent_gas","rent_oil","rev2_gov_resrev_gdp","rev2_gov_rev_gdp","rev_source","eiti_sector","eiti__stream","eiti_inkind","eiti_companies","eiti_government","eiti_numcom","corr_cpi","corr_estimate","corr_rank","econ_gdpcon","econ_gdpcur","econ_gdpconpc","econ_gdpcurpc","econ_tva","econ_tax","econ_govrev","econ_govexp","econ_invtotal","econ_invfdi","econ_eiva","rent_res_total_gdp","gov_take_ratio","eprod_gas","eprod_oil","eprod_coal","eprod_oilper","eprod_gasper","eprod_coalper","prod_total","prod_indus","prod_ironferr","prod_fuels","prod_nfm","prod_prec"
"126","CIV","2009","Cote d'Ivoire","Lower middle income","Africa","Western Africa","0","1","0","Sub-Saharan Africa","Developing",14.82747,4.625911,NA,NA,NA,NA,4.665141,19.492611,0.602272486,NA,0.954287164,3.671694865,3.5900672,18.9823589,"Hydrocarbons","Oil, Gas, Mining","State-owned company production entitlement, Profits/Taxes, Royalties, Dividends, Bonuses, Licenses and concessions, Other significant benefits to government","Does not include payments made in-kind",288578528,281402549,28,2.1,-1.08,12,17791375259,23041633638,956.4565427,1238.708134,NA,NA,19.493,21.065,8.921,377.128928,3.96,5.228254515,0.686666494467705,NA,NA,NA,NA,NA,NA,4009607,3e+05,72600,2898300,0,6947
"127","CMR","1992","Cameroon","Lower middle income","Africa","Middle Africa","0","1","0","Sub-Saharan Africa","Developing",9.35848,2.1,1.5,NA,2.255615,1,4.5,13.85848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11247815232,11396311478,878.9531746,890.5573168,11107061379,9.753700886,NA,NA,14.459,29.2038,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","CMR","1993","Cameroon","Lower middle income","Africa","Middle Africa","0","1","0","Sub-Saharan Africa","Developing",9.031282,2.3,1.5,NA,1.72933,0.9,3,12.031282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10887885442,13532152215,826.765983,1027.557021,12794269145,8.357862317,NA,NA,17.687,5.12073,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","CMR","1994","Cameroon","Lower middle income","Africa","Middle Africa","0","1","0","Sub-Saharan Africa","Developing",7.302848,4.6,1.5,NA,2.59938,0.7,1.7,9.002848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10615688205,9220467286,783.6221269,680.6305956,8663896231,7.279764283,NA,NA,16.435,-9.00569,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","CMR","1995","Cameroon","Lower middle income","Africa","Middle Africa","0","1","0","Sub-Saharan Africa","Developing",8.958397,4.7,2.5,NA,2.587584,0.8,2.6,11.558397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10966005506,8733227081,787.2462373,626.9557457,8117837408,8.601291143,NA,NA,15.541,7.29242,5.56,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","CMR","1996","Cameroon","Lower middle income","Africa","Middle Africa","0","1","0","Sub-Saharan Africa","Developing",9.904508,5,NA,NA,2.518517,0.7,3.13,13.034508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.16,7,11514306267,9732338099,804.2430176,679.7773813,9023610309,NA,NA,NA,16.457,101.316,5.73,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","CMR","1997","Cameroon","Lower middle income","Africa","Middle Africa","0","1","0","Sub-Saharan Africa","Developing",9.218683,4.6,NA,NA,2.572885,0.6,4.1,13.318683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12101535664,9840550361,822.7061793,668.9962179,9090934597,NA,NA,NA,17.336,78.3356,7.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","CMR","1998","Cameroon","Lower middle income","Africa","Middle Africa","0","1","0","Sub-Saharan Africa","Developing",10.6093,5.1,2.7,NA,2.190439,0.7,3.9,14.5093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.04,11,12711362656,9629642600,841.3714073,637.3908262,8894720325,11.14503132,NA,NA,18.764,215.105,4.47,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","CMR","1999","Cameroon","Lower middle income","Africa","Middle Africa","0","1","0","Sub-Saharan Africa","Developing",11.31955,5.5,3.1,NA,2.511908,0.9,2.5,13.81955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13269875877,10486456218,855.3675834,675.9501594,9716058284,11.19808252,NA,NA,20.028,-15.4947,7.11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","CMR","2000","Cameroon","Lower middle income","Africa","Middle Africa","0","1","0","Sub-Saharan Africa","Developing",11.46393,6.2,5.807284,0.42134,2.31384,0.9,5.770232,17.234162,0,0,NA,10.99306686,6.4684803,36.9496199,"Hydrocarbons",NA,NA,NA,NA,NA,NA,NA,-1.06,9,13827210177,9287367569,868.1227604,583.0948592,8588031844,NA,18.294,16.541,17.625,158.801,11.57,10.99306686,0.588414532757604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","CMR","2001","Cameroon","Lower middle income","Africa","Middle Africa","0","1","0","Sub-Saharan Africa","Developing",11.92391,5.9,5.79202,0.26617,2.279988,0.9,4.778062,16.701972,0,0,NA,7.908275423,5.5228861,33.4353038,"Hydrocarbons","Oil, Gas","Host government's production entitlement, State-owned company production entitlement, Profits/Taxes, Royalties, Dividends, Bonuses, Other significant benefits to government","Does not include payments made in-kind",143175000,147907000,5,NA,NA,NA,14451407928,9633109257,883.8543751,589.1651391,8883530627,NA,17.567,16.85,11.297,73.2851,8,7.908275423,0.698367950607478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","CMR","2002","Cameroon","Lower middle income","Africa","Middle Africa","0","1","0","Sub-Saharan Africa","Developing",11.58455,5.1,5.749645,0,2.175898,1.6,4.860103,16.444653,0.010715564,NA,NA,7.465643881,5.761843,35.5797771,"Hydrocarbons","Oil, Gas","Host government's production entitlement, State-owned company production entitlement, Profits/Taxes, Royalties, Dividends, Bonuses, Other significant benefits to government","Does not include payments made in-kind",49060000,47390000,5,NA,-1.09,9,15030771313,10879778328,895.6460437,648.2987607,10050209051,NA,17.458,15.715,20.169,601.746,7.76,7.476359445,0.770674957830361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","CMR","2003","Cameroon","Lower middle income","Africa","Middle Africa","0","1","0","Sub-Saharan Africa","Developing",12.47945,5.7,5.128205,1.143186,2.223076,1.5,4.095006,16.574456,0.01668792,NA,NA,6.724555782,4.946318,31.8037846,"Hydrocarbons","Oil, Gas","Host government's production entitlement, State-owned company production entitlement, Profits/Taxes, Royalties, Bonuses, Other significant benefits to government","Does not include payments made in-kind",120980000,126210000,5,NA,-0.86,18,15636660700,13621809574,907.8795342,790.8953432,12611073713,NA,16.054,15.399,17.277,336.268,5.97,6.741243702,0.733739680488412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","CMR","2004","Cameroon","Lower middle income","Africa","Middle Africa","0","1","0","Sub-Saharan Africa","Developing",11.40554,5.3,5.423644,1.202439,2.147859,1.1,3.902139,15.307679,0.028702884,NA,NA,7.489036935,4.7612869,31.3235132,"Hydrocarbons","Oil, Gas","Host government's production entitlement, State-owned company production entitlement, Profits/Taxes, Royalties, Bonuses, Other significant benefits to government","Does not include payments made in-kind",172490000,164620000,5,NA,-1.07,12,16215507058,15775356737,917.4282181,892.5257391,14612316180,NA,15.308,15.973,20.391,86.1221,7.11,7.517739819,0.633340207912827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","CMR","2005","Cameroon","Lower middle income","Africa","Middle Africa","0","1","0","Sub-Saharan Africa","Developing",12.75059,6.1,4.954582,1.686249,2.160107,1.1,5.018498,17.769088,0.034940613,NA,NA,9.504172776,5.8139801,32.963971,"Hydrocarbons","Oil, Gas","Host government's production entitlement, Profits/Taxes, Royalties, Dividends, Bonuses","Does not include payments made in-kind",204850000,203480000,13,NA,-1.16,11,16587921221,16587921221,914.5531201,914.5531201,16163547757,NA,17.769,14.61,16.769,243.505,9.18,9.539113389,0.609488519835017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","CMR","2006","Cameroon","Lower middle income","Africa","Middle Africa","0","1","0","Sub-Saharan Africa","Developing",40.79055,6.3,NA,1.53475,2.198484,1.1,6.844446,47.634996,0.073235792,NA,NA,10.83233734,7.6335766,39.642916,"Hydrocarbons","Oil, Gas, Mining","Profits/Taxes, Royalties, Dividends, Bonuses, Other significant benefits to government","Does not include payments made in-kind",209100000,1.81e+08,19,NA,-1.03,14,17122408358,17953103009,919.9691767,964.6015355,17493803714,NA,47.383,14.551,14.298,59.0698,11.11,10.905573132,0.699970236098913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","CMR","2007","Cameroon","Lower middle income","Africa","Middle Africa","0","1","0","Sub-Saharan Africa","Developing",13.8352,6.4,NA,1.60727,2.143527,1.3,6.440423,20.275623,0.081250523,NA,0.400849494,9.934140344,7.1968173,37.7390379,"Hydrocarbons","Oil, Gas, Mining","Profits/Taxes, Royalties, Dividends, Bonuses, Other significant benefits to government","Does not include payments made in-kind",244600000,217100000,19,2.4,-0.95,16,17608693919,20431779034,922.0333364,1069.856826,19902606722,NA,20.276,15.745,15.039,189.331,10.56,10.416240361,0.690922737050691,NA,NA,NA,NA,NA,NA,4287001,0,0,4200000,87000,600
"143","CMR","2008","Cameroon","Lower middle income","Africa","Middle Africa","0","1","0","Sub-Saharan Africa","Developing",13.50739,6.4,NA,1.62967,2.084696,1.3,7.323654,20.831044,0.099880327,NA,0.527016693,11.55550741,8.2961038,41.5573012,"Hydrocarbons","Oil, Gas, Mining","Profits/Taxes, Royalties, Dividends, Bonuses, Other significant benefits to government","Does not include payments made in-kind",261600000,321300000,19,2.3,-0.94,17,18247395962,23735537026,931.2259122,1211.304186,NA,NA,20.831,18.502,17.523,20.9109,11,12.18240443,0.680990673694125,NA,NA,NA,NA,NA,NA,4389701,0,0,4300000,89700,600
"144","CMR","2009","Cameroon","Lower middle income","Africa","Middle Africa","0","1","0","Sub-Saharan Africa","Developing",13.89269,6.5,NA,1.59835,2.252319,1.4,4.491727,18.384417,0.143283712,NA,0.209513553,6.291228708,5.586199,31.8299135,"Hydrocarbons","Oil, Mining","Host government's production entitlement, State-owned company production entitlement, Profits/Taxes, Royalties, Dividends, Bonuses, Licenses and concessions, Other significant benefits to government","Also covers payments made in-kind",1228500049,1230658855,20,2.2,-0.92,19,18588341482,22165009363,924.6116363,1102.520394,NA,NA,18.402,18.452,16.347,740.307,10.89,6.644025973,0.840785244172916,NA,NA,NA,NA,NA,NA,3779401,0,0,3700000,79400,600
"145","COG","1992","Congo, Rep.","Lower middle income","Africa","Middle Africa","0","1","0","Sub-Saharan Africa","Developing",11.24039,8.080886,NA,NA,4.758221,NA,11.4,22.64039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4549525901,2933222706,1811.247507,1167.768341,NA,14.69603297,22.641,36.645,21.6,2.739032536,NA,0,NA,NA,8.638,NA,0.270333693,NA,NA,NA,NA,NA,NA,NA,NA
"146","COG","1993","Congo, Rep.","Lower middle income","Africa","Middle Africa","0","1","0","Sub-Saharan Africa","Developing",11.88102,8.596237,6.2,NA,4.814522,NA,12.4,24.28102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4504954960,1918970178,1747.173839,744.2415125,NA,11.73529799,24.28,36.75,29.496,286.0543221,NA,0,NA,NA,9.538,NA,0.298578692,NA,NA,NA,NA,NA,NA,NA,NA
"147","COG","1994","Congo, Rep.","Lower middle income","Africa","Middle Africa","0","1","0","Sub-Saharan Africa","Developing",8.195587,4.991042,3.8,NA,3.115138,NA,14.4,22.595587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4257494372,1769365439,1607.926217,668.2355461,NA,8.275988436,22.596,35.895,54.486,2.99,NA,0,NA,NA,9.562,NA,0.294761902,NA,NA,NA,NA,NA,NA,NA,NA
"148","COG","1995","Congo, Rep.","Lower middle income","Africa","Middle Africa","0","1","0","Sub-Saharan Africa","Developing",NA,7.308276,3.9,NA,4.525658,1.415452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4427169333,2116003868,1627.257088,777.7615975,NA,11.24313577,23.796,32.027,36.573,121.8155737,35.34,0,NA,NA,9.267,NA,0.282007591,NA,NA,NA,NA,NA,NA,NA,NA
"149","COG","1996","Congo, Rep.","Lower middle income","Africa","Middle Africa","0","1","0","Sub-Saharan Africa","Developing",NA,6.809264,3.3,NA,4.485651,2.040471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.11,10,4617116216,2540697538,1650.401211,908.1794991,NA,11.13103024,27.744,17.573,32.79,72.57913174,44.35,0,NA,NA,10.359,NA,0.306099674,NA,NA,NA,NA,NA,NA,NA,NA
"150","COG","1997","Congo, Rep.","Lower middle income","Africa","Middle Africa","0","1","0","Sub-Saharan Africa","Developing",6.820957,3.266209,2.7,NA,2.581692,1.509183,21.9,28.720957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4588267914,2322719101,1594.071261,806.966776,NA,7.618204618,28.721,25.137,22.233,79.17158526,50.3,0,NA,NA,11.586,NA,0.33236434,NA,NA,NA,NA,NA,NA,NA,NA
"151","COG","1998","Congo, Rep.","Lower middle income","Africa","Middle Africa","0","1","0","Sub-Saharan Africa","Developing",10.73976,6.420311,5.4,NA,2.998966,1.730284,12,22.73976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.13,8,4759756848,1949481381,1607.289107,658.3067765,NA,10.90253021,22.74,29.6,26.684,32.77724289,38.19,0,NA,NA,13.599,NA,0.382983732,NA,NA,NA,NA,NA,NA,NA,NA
"152","COG","1999","Congo, Rep.","Lower middle income","Africa","Middle Africa","0","1","0","Sub-Saharan Africa","Developing",7.730835,3.870834,3.5,0.2704754,1.485182,1.73808,19,26.730835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4636850437,2353909442,1523.053286,773.1820463,NA,7.771337887,26.731,32.28,27.772,520.6375193,54.73,0,NA,NA,13.72699011,NA,0.393678596,NA,NA,NA,NA,NA,NA,NA,NA
"153","COG","2000","Congo, Rep.","Lower middle income","Africa","Middle Africa","0","1","0","Sub-Saharan Africa","Developing",6.246553,2.40349,4,NA,1.350766,0.6704471,20.33534,26.581893,0,NA,0.933792832,72.48463288,20.335344,76.5010049,"Hydrocarbons",NA,NA,NA,NA,NA,NA,NA,-0.96,12,4988137317,3219910666,1595.589193,1029.974585,NA,5.935426283,26.582,25.453,22.626,162.0841152,67.11,73.418425712,0.276978752987293,NA,13.24325508,NA,0.365858168,NA,NA,NA,NA,NA,NA,NA,NA
"154","COG","2001","Congo, Rep.","Lower middle income","Africa","Middle Africa","0","1","0","Sub-Saharan Africa","Developing",9.813341,5.423522,NA,NA,2.08667,1.679442,21.03321,30.846551,0,NA,1.088860382,63.12992402,21.0332147,68.1868782,"Hydrocarbons",NA,NA,NA,NA,NA,NA,NA,NA,NA,5177816322,2794259756,1615.222789,871.6709433,NA,9.215640922,30.846,24.49,26.357,71.34681784,58.8,64.218784402,0.327524335688686,NA,12.1439779,NA,0.335478575,NA,NA,NA,NA,NA,NA,NA,NA
"155","COG","2002","Congo, Rep.","Lower middle income","Africa","Middle Africa","0","1","0","Sub-Saharan Africa","Developing",8.452351,4.947836,NA,NA,1.699316,NA,18.88451,27.336861,0.000386037,NA,0.766263591,57.48430294,18.8845076,69.0807567,"Hydrocarbons",NA,NA,NA,NA,NA,NA,NA,-0.87,25,5415057137,3019993723,1649.062279,919.6870144,NA,8.361449231,27.337,27.675,23.408,130.5617887,55.39,58.250952568,0.324192253816878,NA,11.72531052,NA,0.325456902,NA,NA,NA,NA,NA,NA,NA,NA
"156","COG","2003","Congo, Rep.","Lower middle income","Africa","Middle Africa","0","1","0","Sub-Saharan Africa","Developing",9.734394,5.560587,3.2,NA,2.075289,1.266589,20.46051,30.194904,0.000650252,NA,1.152832463,54.11887403,20.7500738,68.7204564,"Hydrocarbons",NA,NA,NA,NA,NA,NA,NA,-0.94,16,5459095852,3495868725,1623.079811,1039.379799,NA,8.702773947,30.195,29.792,26.09,321.4039917,51.59,55.272356745,0.375415036050133,NA,10.71691038,NA,0.286988322,NA,NA,NA,NA,NA,NA,NA,NA
"157","COG","2004","Congo, Rep.","Lower middle income","Africa","Middle Africa","0","1","0","Sub-Saharan Africa","Developing",7.277796,5.178923,3,1.401969,2.019708,1.14993,23.09113,30.368926,0.010389833,NA,0.979376468,57.67772636,21.593778,71.1048538,"Hydrocarbons","Oil, Gas","Host government's production entitlement, State-owned company production entitlement","Also covers payments made in-kind",NA,NA,25,NA,-0.84,20,5648888504,4648628839,1637.896407,1347.870907,NA,7.849247686,30.369,26.725,22.52,512.791391,53.99,58.667492661,0.368070579132739,NA,11.2345561,NA,0.287656689,NA,NA,NA,NA,NA,NA,NA,NA
"158","COG","2005","Congo, Rep.","Lower middle income","Africa","Middle Africa","0","1","0","Sub-Saharan Africa","Developing",6.474819,5.226275,2.3,1.3036,1.329928,0.7660382,32.32357,38.798389,0.007617439,NA,1.238482016,70.1265541,31.762544,81.8656177,"Hydrocarbons","Oil, Gas","Host government's production entitlement, State-owned company production entitlement","Also covers payments made in-kind",NA,NA,25,NA,-1.02,15,6087002682,6087002682,1718.100815,1718.100815,NA,6.243112413,38.798,24.162,20.19,1474.781409,61.75,71.372653555,0.445024003143216,NA,12.32471476,NA,0.312567133,NA,NA,NA,NA,NA,NA,NA,NA
"159","COG","2006","Congo, Rep.","Lower middle income","Africa","Middle Africa","0","1","0","Sub-Saharan Africa","Developing",5.120953,3.58814,NA,NA,1.323406,NA,39.3059,44.426853,0.011337605,NA,0.070350092,75.70786188,37.8592985,85.2171492,"Hydrocarbons","Oil, Gas","Host government's production entitlement, State-owned company production entitlement","Also covers payments made in-kind",NA,NA,25,NA,-1.05,13,6466587987,7731261169,1773.294028,2120.097846,NA,NA,44.427,27.78,21.632,1924.879038,66.34,75.789549577,0.499531910551019,NA,13.95679576,NA,0.352150419,NA,NA,NA,NA,NA,NA,NA,NA
"160","COG","2007","Congo, Rep.","Lower middle income","Africa","Middle Africa","0","1","0","Sub-Saharan Africa","Developing",4.256287,5.348608,NA,NA,1.264668,NA,35.23713,39.493417,0.013183675,NA,0.057574663,62.84457517,31.9240805,81.3297744,"Hydrocarbons","Oil, Gas","Host government's production entitlement, State-owned company production entitlement, Profits/Taxes, Royalties, Dividends, Bonuses, Licenses and concessions, Other significant benefits to government","Also covers payments made in-kind",2.55e+09,2.44e+09,25,2.1,-1.09,10,6364272161,8394688589,1693.139821,2233.308252,NA,NA,39.253,29.863,21.813,2275.349649,60.59,62.915333508,0.507413355695567,NA,11.38967549,NA,0.288320227,NA,NA,11500000,22000,0,11500000,0,25
"161","COG","2007","Congo, Rep.","Lower middle income","Africa","Middle Africa","0","1","0","Sub-Saharan Africa","Developing",4.256287,5.348608,NA,NA,1.264668,NA,35.23713,39.493417,0.013183675,NA,0.057574663,62.84457517,31.9240805,81.3297744,"Hydrocarbons","Oil, Gas","Host government's production entitlement, State-owned company production entitlement, Profits/Taxes, Royalties, Dividends, Bonuses, Licenses and concessions, Other significant benefits to government","Also covers payments made in-kind",2.55e+09,2.44e+09,25,2.1,-1.09,10,6364272161,8394688589,1693.139821,2233.308252,NA,NA,39.253,29.863,21.813,2275.349649,60.59,62.915333508,0.507413355695567,NA,11.38967549,NA,0.288320227,NA,NA,1430034,28452497,26247,1231000,172700,81300
"162","COG","2008","Congo, Rep.","Lower middle income","Africa","Middle Africa","0","1","0","Sub-Saharan Africa","Developing",1.751934,4.803629,NA,NA,1.115669,NA,45.55048,47.302414,0.013327207,NA,0.071894126,65.0026815,39.8754728,84.7970597,"Hydrocarbons","Oil, Gas","Host government's production entitlement, State-owned company production entitlement, Profits/Taxes, Royalties, Dividends, Bonuses, Licenses and concessions, Other significant benefits to government","Also covers payments made in-kind",4.65e+09,4.61e+09,25,1.9,-1.13,9,6718906218,11859015181,1733.251528,3059.226535,NA,NA,47.025,23.644,18.303,2525.652907,65.68,65.087902833,0.612640307405678,NA,12.13465763,NA,0.303990262,NA,NA,1577092,33401928,33149,1276400,267500,37400
"163","COG","2008","Congo, Rep.","Lower middle income","Africa","Middle Africa","0","1","0","Sub-Saharan Africa","Developing",1.751934,4.803629,NA,NA,1.115669,NA,45.55048,47.302414,0.013327207,NA,0.071894126,65.0026815,39.8754728,84.7970597,"Hydrocarbons","Oil, Gas","Host government's production entitlement, State-owned company production entitlement, Profits/Taxes, Royalties, Dividends, Bonuses, Licenses and concessions, Other significant benefits to government","Also covers payments made in-kind",4.65e+09,4.61e+09,25,1.9,-1.13,9,6718906218,11859015181,1733.251528,3059.226535,NA,NA,47.025,23.644,18.303,2525.652907,65.68,65.087902833,0.612640307405678,NA,12.13465763,NA,0.303990262,NA,NA,12900000,110000,0,12900000,0,30
"164","COG","2009","Congo, Rep.","Lower middle income","Africa","Middle Africa","0","1","0","Sub-Saharan Africa","Developing",6.951164,6.439811,NA,NA,1.472867,NA,22.55659,29.507754,0.020711933,NA,0.08606016,53.55855521,20.626653,70.0031691,"Hydrocarbons","Oil, Gas","Host government's production entitlement, State-owned company production entitlement, Profits/Taxes, Royalties, Dividends, Bonuses, Licenses and concessions, Other significant benefits to government","Also covers payments made in-kind",2.34e+09,2.29e+09,30,1.9,-1.18,8,7220733129,9593536719,1807.376534,2401.298155,NA,NA,29.465,24.664,22.513,1861.554557,64.19,53.665327303,0.384357163863732,NA,13.87246942,NA,0.356565115,NA,NA,13900000,68000,0,13900000,0,35
"165","COG","2009","Congo, Rep.","Lower middle income","Africa","Middle Africa","0","1","0","Sub-Saharan Africa","Developing",6.951164,6.439811,NA,NA,1.472867,NA,22.55659,29.507754,0.020711933,NA,0.08606016,53.55855521,20.626653,70.0031691,"Hydrocarbons","Oil, Gas","Host government's production entitlement, State-owned company production entitlement, Profits/Taxes, Royalties, Dividends, Bonuses, Licenses and concessions, Other significant benefits to government","Also covers payments made in-kind",2.34e+09,2.29e+09,30,1.9,-1.18,8,7220733129,9593536719,1807.376534,2401.298155,NA,NA,29.465,24.664,22.513,1861.554557,64.19,53.665327303,0.384357163863732,NA,13.87246942,NA,0.356565115,NA,NA,1595866,21298460,36158,1230600,329100,3500
"166","COL","1992","Colombia","Upper middle income","Latin America and the Caribbean","South America","0","0","0","Latin America & Caribbean","Emerging ",14.99501,4.2,3.495277,NA,1.004512,NA,3.3,18.29501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01e+11,49279585355,2928.358041,1423.929203,48289288340,NA,18.38,18.447,18.459,728.7,NA,0,NA,3.636,23.26877098,23.5,0.728216346,0.199306532,0.520031573,NA,NA,NA,NA,NA,NA
"167","COL","1993","Colombia","Upper middle income","Latin America and the Caribbean","South America","0","0","0","Latin America & Caribbean","Emerging ",17.41309,5.1,4.479097,NA,1.039186,NA,2.3,19.71309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04e+11,55802540101,2942.179396,1582.581351,54514660278,NA,19.805,20.045,22.688,959.1,NA,0,NA,3.815,24.03173839,21.71,0.752292412,0.205274816,0.493859825,NA,NA,NA,NA,NA,NA
"168","COL","1994","Colombia","Upper middle income","Latin America and the Caribbean","South America","0","0","0","Latin America & Caribbean","Emerging ",18.48268,4.7,4.100226,NA,1.067628,0.2,1.9,20.38268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1e+11,81703496604,3057.09264,2274.885405,75379172340,NA,20.478,20.616,27.442,1446.497261,NA,0,NA,3.739,24.12090795,22.67,0.743560417,0.198583539,0.505575894,NA,NA,NA,NA,NA,NA
"169","COL","1995","Colombia","Upper middle income","Latin America and the Caribbean","South America","0","0","0","Latin America & Caribbean","Emerging ",18.94411,4.6,4.05973,NA,1.042171,0.2,2.2,21.14411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.16e+11,92507277798,3158.23402,2529.325296,84847525353,NA,21.243,22.243,27.557,968.3682736,4.29,0,NA,3.966,31.01558486,25.74,0.943847023,0.207588662,0.558908418,NA,NA,NA,NA,NA,NA
"170","COL","1996","Colombia","Upper middle income","Latin America and the Caribbean","South America","0","0","0","Latin America & Caribbean","Emerging ",20.5631,5.3,4.706518,NA,0.9065509,0.2,1.953836,22.516936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.49,33,1.18e+11,97160111573,3165.840112,2609.297132,89766217149,NA,22.622,25.122,24.005,3111.67659,4.52,0,NA,4.234,33.36058221,30.07,0.985776942,0.211684059,0.642512672,NA,NA,NA,NA,NA,NA
"171","COL","1997","Colombia","Upper middle income","Latin America and the Caribbean","South America","0","0","0","Latin America & Caribbean","Emerging ",21.40641,5.4,4.795925,NA,1.019658,0.2,1.485375,22.891785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.22e+11,1.07e+11,3216.965713,2814.134205,98081328320,NA,22.998,26.232,22.647,5562.216362,3.84,0,NA,5.335,34.83770351,32.3,0.999379453,0.266113981,0.682787986,NA,NA,NA,NA,NA,NA
"172","COL","1998","Colombia","Upper middle income","Latin America and the Caribbean","South America","0","0","0","Latin America & Caribbean","Emerging ",20.76588,5,4.559972,NA,1.172126,0.2,1.654413,22.420293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.43,40,1.23e+11,98443743191,3179.369267,2552.468374,91355089556,NA,22.525,26.397,21.336,2828.826262,3.51,0,NA,5.637,40.40885995,33.75,1.138020146,0.274679423,0.725447026,NA,NA,NA,NA,NA,NA
"173","COL","1999","Colombia","Upper middle income","Latin America and the Caribbean","South America","0","0","0","Latin America & Caribbean","Emerging ",20.38597,4.9,4.400092,NA,0.9056318,0.2,2.448285,22.834255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.17e+11,86186156584,2994.002553,2196.714685,80260186807,NA,22.941,28.319,14.059,1507.90713,5.84,0,NA,4.663,43.70583774,32.75,1.253446875,0.221656882,0.706112774,NA,NA,NA,NA,NA,NA
